Time,C3,C4,P3,P4,PO3,PO4,O1,O2
0.00,-0.29,6.78,16.89,19.71,19.89,15.88,10.54,1.91
4.00,1.52,10.50,16.09,18.51,21.21,16.82,5.93,-1.36
8.00,8.26,15.42,19.24,19.64,17.67,12.75,3.22,-1.84
12.00,11.48,15.76,17.74,16.69,16.92,6.24,-1.00,-9.23
16.00,12.69,15.96,16.97,15.27,9.69,3.64,-3.83,-9.12
20.00,13.07,15.38,17.76,12.13,9.79,-1.45,-5.95,-12.97
24.00,17.69,16.97,17.52,12.97,6.68,-4.80,-9.20,-11.05
28.00,14.44,15.58,14.66,5.94,-0.22,-7.17,-10.30,-9.10
32.00,13.79,14.54,8.55,5.95,-4.27,-6.37,-8.81,-8.59
36.00,16.45,14.85,6.37,1.71,-2.54,-8.25,-8.17,-7.38
40.00,13.21,10.35,3.46,-2.42,-4.37,-11.07,-8.80,-3.34
44.00,12.72,5.62,-0.48,-3.55,-6.59,-9.02,-7.27,-0.80
48.00,10.48,3.25,0.31,-7.08,-8.27,-8.26,-3.33,0.69
52.00,8.25,-0.41,-3.54,-5.51,-7.65,-6.74,-0.64,3.94
56.00,4.32,0.16,-4.91,-8.99,-4.76,-1.07,2.62,6.85
60.00,2.91,-4.03,-3.39,-4.29,-6.18,-2.27,3.24,6.97
64.00,-1.28,-1.59,-8.15,-5.86,-0.70,3.17,5.80,6.48
68.00,-1.98,-4.76,-5.50,-1.21,2.08,3.09,5.58,6.33
72.00,-4.76,-3.48,-4.19,0.87,4.59,5.79,9.02,6.78
76.00,-2.80,-5.16,-2.91,-0.20,6.67,9.77,6.68,5.57
80.00,-6.33,-4.18,-1.68,4.27,7.30,7.25,10.03,4.94
84.00,-3.82,-4.48,1.04,3.18,6.13,7.07,7.75,-0.66
88.00,-2.27,-0.67,1.88,4.93,7.37,7.43,3.54,-0.02
92.00,-0.01,0.05,4.19,10.06,10.03,5.65,1.62,-4.32
96.00,0.33,3.81,8.79,8.18,5.92,2.72,-2.32,-10.13
100.00,1.00,4.81,5.68,6.06,5.22,2.15,-2.81,-10.41
104.00,6.07,7.72,8.92,9.04,5.27,-1.48,-5.96,-12.04
108.00,3.59,5.68,6.48,5.49,0.07,-2.64,-11.33,-16.29
112.00,7.86,9.51,9.32,2.92,-1.72,-6.42,-14.53,-18.57
116.00,9.06,8.32,6.91,0.04,-5.43,-9.68,-13.44,-17.05
120.00,6.32,5.68,6.61,0.89,-8.17,-10.84,-15.62,-15.29
124.00,8.05,4.75,1.63,-4.52,-11.54,-13.28,-16.37,-16.60
128.00,8.02,3.24,-0.13,-4.49,-10.43,-18.14,-17.91,-9.78
