Time,C3,C4,P3,P4,PO3,PO4,O1,O2
0.00,-0.57,6.38,16.18,20.30,20.46,19.40,11.87,5.88
4.00,5.08,11.66,15.03,21.76,20.49,15.30,5.67,-0.54
8.00,5.96,14.06,16.36,17.36,16.76,9.55,2.83,-2.13
12.00,7.66,14.98,19.71,19.29,12.98,7.90,0.41,-5.84
16.00,14.27,17.17,19.88,16.40,9.20,6.17,-5.92,-9.36
20.00,15.46,15.53,17.54,15.59,6.99,2.34,-5.56,-11.48
24.00,14.34,16.50,17.02,10.80,2.30,-5.05,-6.74,-9.98
28.00,16.71,14.32,11.86,8.89,-1.31,-3.82,-7.88,-9.17
32.00,14.10,15.89,12.41,6.37,-3.66,-8.76,-12.38,-7.75
36.00,15.44,14.49,7.21,-0.06,-5.22,-8.31,-10.05,-5.43
40.00,11.88,10.54,6.21,-0.82,-5.80,-7.25,-6.91,-6.64
44.00,13.08,9.18,-1.02,-6.19,-7.37,-7.67,-7.69,-0.37
48.00,11.73,5.82,-2.40,-6.39,-9.88,-6.02,-6.42,-1.64
52.00,9.20,3.74,-1.63,-4.55,-7.21,-4.15,-1.97,0.99
56.00,2.83,1.65,-2.99,-8.48,-8.57,-4.94,3.26,5.60
60.00,0.70,-2.65,-7.70,-3.93,-3.22,-2.16,1.66,8.32
64.00,1.44,-1.57,-3.45,-7.36,-1.51,2.80,6.26,7.35
68.00,-3.40,-6.03,-5.40,-3.77,1.29,4.15,5.60,8.38
72.00,-1.99,-3.31,-2.83,-3.68,0.66,6.82,6.91,7.16
76.00,-3.13,-5.90,-5.10,-1.55,4.51,6.15,7.73,5.37
80.00,-4.51,-1.85,-2.55,3.61,4.06,6.99,9.40,6.88
84.00,-2.37,-1.48,0.20,5.26,8.39,9.07,7.06,2.47
88.00,-3.21,0.93,1.99,6.71,7.15,9.00,6.19,0.07
92.00,-0.69,-0.73,7.51,7.97,10.35,7.22,0.68,-4.54
96.00,1.88,4.87,7.72,7.97,8.37,4.45,-1.05,-8.51
100.00,0.31,4.84,9.82,8.00,8.58,3.37,-6.42,-11.32
104.00,3.95,9.27,6.36,7.37,4.16,1.07,-7.01,-14.91
108.00,5.07,8.20,10.67,8.58,3.63,-4.93,-12.13,-16.55
112.00,4.96,7.25,9.03,2.23,-1.68,-8.90,-15.72,-17.60
116.00,9.07,9.08,4.61,0.10,-6.03,-9.22,-13.78,-17.04
120.00,6.16,8.85,2.57,0.77,-8.73,-11.27,-17.10,-14.79
124.00,7.95,4.36,3.25,-4.78,-10.25,-15.78,-15.85,-16.66
128.00,7.49,2.08,0.16,-5.66,-12.39,-15.91,-13.72,-12.03
132.00,6.03,2.27,-3.40,-10.13,-12.65,-15.41,-13.89,-9.19
136.00,2.79,-2.04,-7.48,-12.76,-16.41,-14.09,-8.89,-3.25
140.00,0.83,-3.75,-6.99,-11.91,-16.19,-14.21,-6.98,0.90
144.00,-2.24,-3.79,-11.07,-15.74,-15.51,-9.60,-2.23,7.40
148.00,-1.33,-8.79,-12.17,-16.34,-13.56,-6.76,2.16,12.73
152.00,-3.20,-8.15,-14.31,-14.57,-10.08,-1.33,7.93,16.89
156.00,-8.75,-11.91,-12.64,-10.13,-4.91,2.01,10.45,24.28
160.00,-7.90,-12.15,-14.32,-11.59,-2.11,5.74,14.50,22.93
164.00,-9.99,-11.12,-13.43,-6.94,0.13,10.38,22.01,29.50
168.00,-13.39,-12.71,-10.32,-2.82,5.96,14.03,25.11,27.37
172.00,-13.31,-11.54,-6.67,1.01,8.01,19.73,26.55,29.54
176.00,-10.33,-11.53,-4.94,3.47,11.98,24.37,30.43,27.25
180.00,-13.34,-6.64,-1.47,9.28,20.46,26.36,27.08,27.49
184.00,-7.80,-4.14,5.07,12.20,20.88,24.26,26.13,22.67
188.00,-8.84,1.32,9.06,17.67,24.64,27.93,27.49,19.64
192.00,-3.07,5.49,13.86,19.10,23.62,24.15,25.17,16.29
196.00,1.15,7.41,14.76,22.24,24.84,24.77,22.11,14.89
200.00,4.53,12.10,17.68,25.32,25.80,24.20,16.46,7.42
204.00,5.94,13.12,22.04,24.52,21.86,18.18,14.18,3.82
208.00,8.99,16.34,22.18,22.42,22.01,14.86,7.56,-0.97
212.00,11.21,20.14,21.02,23.09,20.58,11.07,4.47,-0.50
216.00,14.22,19.34,21.27,22.36,15.08,9.15,3.09,-4.12
220.00,16.06,19.79,21.15,16.03,11.07,2.47,-3.96,-7.43
224.00,20.96,18.79,18.56,16.54,8.65,1.70,-5.65,-8.68
228.00,18.43,20.50,14.70,10.99,5.96,-2.32,-6.31,-8.87
232.00,19.08,16.01,13.29,8.13,1.18,-1.74,-7.05,-5.01
236.00,16.03,16.90,8.47,2.79,0.25,-5.36,-5.16,-4.44
240.00,17.46,15.08,7.45,1.68,-2.80,-6.73,-4.11,-2.47
244.00,11.93,10.46,5.76,-0.77,-2.73,-2.87,-1.98,-0.92
248.00,10.03,9.12,0.86,-0.21,-4.18,-6.25,-1.99,1.98
252.00,8.32,6.07,-1.41,-4.50,-4.53,-3.13,2.41,5.77
256.00,6.24,3.46,-2.34,-2.90,-4.77,0.11,5.10,8.34
260.00,1.52,0.57,-5.28,-4.28,-2.20,2.55,4.88,10.85
264.00,-0.25,-3.40,-1.46,-4.28,-1.85,6.33,9.84,11.02
268.00,0.96,-0.28,-1.08,-1.50,0.54,9.33,11.41,10.65
272.00,-3.09,-3.06,0.12,0.84,4.42,7.34,13.65,10.39
276.00,-0.85,-4.12,1.54,2.25,5.25,8.38,8.99,10.69
280.00,-3.75,0.80,2.28,6.91,8.32,13.13,8.00,7.92
284.00,-2.63,-0.80,2.55,5.27,9.07,12.11,8.98,5.19
288.00,-0.83,0.32,5.79,9.65,10.00,7.59,6.32,-0.52
292.00,-1.10,2.10,4.54,8.75,8.07,7.38,1.91,-0.42
296.00,2.91,4.05,6.61,10.27,9.97,7.95,1.70,-3.96
300.00,2.03,6.01,7.53,7.71,8.18,5.80,-4.53,-10.44
304.00,5.00,6.86,12.05,9.33,7.96,2.67,-4.38,-11.93
308.00,6.71,11.16,7.70,8.12,1.31,-3.28,-10.39,-12.02
312.00,10.34,6.98,6.92,7.32,-1.48,-7.88,-13.47,-14.28
316.00,11.10,9.01,8.86,3.64,-4.82,-8.11,-14.27,-15.50
320.00,8.74,9.64,6.67,-1.89,-4.06,-14.07,-14.81,-14.98
324.00,7.16,8.72,1.37,-1.73,-10.63,-13.22,-18.16,-15.62
328.00,10.45,6.38,1.04,-3.92,-9.25,-16.43,-13.68,-8.24
332.00,8.07,1.30,-1.12,-9.61,-13.42,-15.47,-12.95,-5.24
336.00,5.00,-0.94,-6.06,-13.29,-13.26,-15.47,-9.05,-2.45
340.00,1.83,-2.96,-6.19,-12.91,-13.11,-11.48,-5.57,3.21
344.00,0.86,-5.59,-9.82,-12.59,-15.19,-9.55,-2.83,8.06
348.00,-3.23,-6.50,-10.43,-15.78,-12.11,-7.01,-0.23,13.87
352.00,-3.36,-9.28,-11.60,-14.71,-12.64,-2.21,8.00,19.51
356.00,-8.65,-12.63,-15.49,-13.17,-9.35,2.17,10.04,20.35
360.00,-8.20,-15.29,-14.51,-9.09,-5.57,4.47,14.89,24.41
364.00,-9.87,-13.92,-12.15,-6.09,0.31,12.04,20.92,29.50
368.00,-10.38,-13.78,-8.27,-3.58,6.41,12.62,21.84,27.19
372.00,-12.48,-13.16,-9.98,1.01,9.62,16.60,27.02,29.85
376.00,-12.08,-10.28,-6.47,3.58,12.40,21.05,26.74,29.82
380.00,-9.88,-6.67,-1.74,8.20,19.30,25.75,26.36,26.54
384.00,-8.64,-5.64,1.88,10.95,18.62,27.40,26.69,23.39
388.00,-7.73,-3.39,8.56,16.49,24.49,24.71,24.10,19.15
392.00,-6.95,4.67,12.64,19.37,24.30,24.03,20.31,16.51
396.00,-3.44,6.06,15.65,20.15,24.04,23.37,17.87,12.09
400.00,0.77,12.29,15.35,20.46,21.47,20.27,13.04,6.08
404.00,4.76,12.21,17.53,23.39,20.58,17.55,10.64,1.46
408.00,9.16,15.47,19.99,22.26,20.89,12.08,4.59,-1.30
412.00,10.62,16.88,18.74,19.50,17.86,10.93,4.06,-6.45
416.00,14.53,17.99,20.51,19.55,14.71,6.36,0.57,-8.73
420.00,16.08,17.83,20.17,14.71,8.25,3.03,-4.67,-8.93
424.00,14.81,17.50,15.92,10.22,4.25,-2.80,-7.88,-12.18
428.00,17.42,16.31,12.56,9.78,1.68,-5.22,-5.97,-9.60
432.00,16.54,12.99,9.47,6.98,-2.10,-5.51,-6.71,-8.55
436.00,15.34,11.35,9.82,0.76,-5.07,-5.32,-7.67,-7.19
440.00,11.85,8.81,5.24,0.38,-5.53,-10.06,-9.14,-4.65
444.00,10.68,7.80,2.71,-2.65,-9.39,-9.46,-4.70,-3.06
448.00,9.59,3.96,-2.61,-3.81,-8.62,-6.83,-5.28,-0.22
452.00,6.13,0.28,-2.55,-4.89,-7.47,-4.65,-3.60,2.56
456.00,4.06,0.20,-3.15,-9.03,-6.64,-5.31,2.80,2.83
460.00,1.83,-4.24,-5.28,-5.83,-5.34,-3.24,2.65,6.22
464.00,-2.80,-6.51,-5.29,-8.18,-3.72,0.37,3.38,7.36
468.00,-2.89,-3.47,-7.88,-6.84,-2.50,0.75,7.78,5.63
472.00,-3.10,-6.39,-6.97,-4.02,0.82,6.53,8.60,4.87
476.00,-4.34,-5.43,-4.10,-1.51,5.63,7.97,6.14,6.12
480.00,-3.86,-2.58,-1.27,0.46,3.98,6.34,7.20,4.47
484.00,-5.04,-3.53,1.35,3.07,3.67,8.80,6.68,-1.98
488.00,-2.15,-0.03,-0.27,7.10,5.17,4.75,4.57,-4.00
492.00,-2.88,0.50,1.53,5.70,5.45,5.84,-2.78,-5.44
496.00,-0.47,1.49,6.29,7.01,4.91,0.43,-4.89,-13.33
500.00,1.77,5.11,5.18,7.45,4.74,0.13,-8.66,-14.17
504.00,3.01,2.35,4.94,4.61,3.05,-4.89,-11.43,-19.81
508.00,4.73,6.91,6.14,5.58,-1.90,-7.85,-14.39,-21.32
512.00,4.36,4.03,4.31,1.95,-5.41,-11.86,-15.85,-21.46
516.00,5.23,4.31,4.94,-0.95,-9.13,-16.62,-21.35,-20.64
520.00,4.35,5.81,2.05,-2.65,-11.70,-14.59,-19.66,-21.29
524.00,4.16,2.32,-1.29,-6.17,-11.55,-20.45,-21.49,-21.02
528.00,4.90,-0.49,-5.43,-8.96,-17.65,-18.31,-18.52,-15.02
532.00,2.95,-3.23,-7.33,-11.89,-19.58,-22.07,-18.08,-12.89
536.00,2.88,-5.86,-8.06,-16.54,-21.29,-18.91,-14.45,-8.32
540.00,1.00,-8.25,-11.84,-17.08,-21.69,-16.11,-11.52,-2.03
544.00,-5.44,-12.25,-15.81,-18.38,-18.69,-13.61,-8.69,2.86
548.00,-4.76,-12.14,-19.46,-19.21,-19.16,-12.77,-2.40,7.49
552.00,-11.26,-15.28,-16.70,-20.71,-17.05,-8.36,-0.30,11.29
556.00,-11.20,-15.72,-21.00,-17.93,-12.72,-2.89,3.80,13.40
560.00,-13.59,-16.61,-18.48,-16.94,-8.34,-0.19,8.10,17.14
564.00,-14.58,-16.01,-16.01,-10.69,-6.00,4.55,16.74,21.80
568.00,-18.79,-18.22,-14.04,-8.41,0.29,8.40,17.05,23.62
572.00,-16.83,-17.75,-12.52,-2.98,3.08,14.32,22.42,24.42
576.00,-19.00,-12.78,-7.51,-1.62,7.54,15.71,19.42,19.88
580.00,-14.62,-13.87,-6.41,1.60,13.84,18.85,20.47,20.34
584.00,-14.14,-10.42,-2.72,7.61,13.12,20.35,20.85,18.85
588.00,-11.08,-5.57,2.71,9.74,19.25,21.59,19.76,15.16
592.00,-6.44,0.66,7.87,14.89,16.13,18.72,14.62,11.94
