Time,C3,C4,P3,P4,PO3,PO4,O1,O2
0.0,10.157921281550738,-4.97945443129637,15.123661974214297,-10.031627654319092,7.8820675201552515,-2.8813926924646096,11.803315491179918,-8.045863405726287
0.00390625,10.076743472915291,-5.0775606604602395,14.95373552581187,-10.029030326873519,7.962828773783435,-3.0211316933077166,11.835119012160348,-7.984373132230758
0.0078125,9.953052561406505,-5.0800335406165305,14.873696464642293,-10.190557335297253,8.007637558870258,-3.000278544928897,12.250290233522948,-7.976666823477941
0.01171875,10.054256004358596,-5.049898725597911,14.951487005790012,-9.894383595618997,7.97377928755535,-2.9684334681921545,11.940205970198798,-8.03269473012093
0.015625,9.953658230718753,-4.825513859337651,14.9669947264756,-10.007692575577915,7.97307047741317,-3.017806952730482,12.109615806288165,-7.959678108275896
0.01953125,9.953427024642973,-4.759516245774603,15.155496272772577,-9.706639429382873,7.8277256675345726,-3.1386001256751155,11.870224371315519,-7.952157562460281
0.0234375,10.024196227156603,-4.9782792062471595,15.092482621237673,-10.040553269176245,7.884726584886036,-2.978586995631107,12.017885472363291,-7.9521120257156355
0.02734375,9.80867197553422,-5.046476722391173,15.114752061663225,-9.991142187058326,7.959706015086073,-2.977454362262854,12.034840721792865,-8.032649308576312
0.03125,9.827508216748697,-5.117722641745121,15.08199736423468,-9.94534950463916,7.690677432505484,-3.036516508141545,12.283641201110138,-8.020932200034464
0.03515625,9.943771247075903,-4.953145983845393,15.094624367161531,-10.110189997298871,8.064064432000986,-3.01323149165293,11.968214126123081,-8.056709504572886
0.0390625,9.898716887966557,-4.8217094399934854,14.931191787341968,-9.964145228612077,7.862732090028893,-3.317987023963998,11.928873195090876,-8.075082217195293
0.04296875,10.031424733259527,-5.0247340387025154,14.98013978446465,-9.996533856794281,8.068683813326514,-2.8791593950665866,12.035093360935065,-8.006394906567639
0.046875,9.909197592447878,-5.237899604075323,14.901008468697645,-10.030368818967684,8.059891600447092,-2.9098969824139402,11.907523741303054,-7.848346789883581
0.05078125,9.85876962986647,-4.9329950328184475,14.978951196946296,-9.8827396041257,7.945630695688761,-3.133783118048252,12.040957688931421,-7.796095077406679
0.0546875,10.146564876892155,-4.901460028854995,15.068410499093474,-10.090374871791065,8.100054832570153,-3.067546724502756,11.994651154539552,-7.868614177123676
0.05859375,9.977422369951347,-5.158584564038585,15.013458328481224,-9.972509788691777,8.074319734492493,-2.8551478638958407,11.924618234558167,-8.04638783062843
0.0625,10.006752820468792,-4.982351581633704,15.131148081896029,-9.854533570861495,7.969103852916536,-3.115485067732095,12.049438393382124,-7.959232824447881
0.06640625,9.857525181378655,-4.95487739838639,14.885858420777279,-10.07066217559563,7.9578240384808305,-2.952154131076387,12.01083213693541,-8.204691346244118
0.0703125,9.945561727547481,-5.007310730200894,15.050023835069824,-10.02968859826923,8.109723278566436,-3.0492016731080445,12.076032043904325,-8.015500374831596
0.07421875,10.011092258970987,-5.079077091908536,14.875169719813067,-9.765469543652816,8.023201383940766,-2.9589858043314834,12.165245337383949,-8.038855374353119
