Time,C3,C4,P3,P4,PO3,PO4,O1,O2
0.0,24.835707650561634,-6.913215058559233,32.38442690503462,76.15149282040127,-11.707668736166799,-11.706847847459027,78.96064077536957,38.37173645764544
0.00390625,-23.473719296747607,27.12800217929823,-23.170884640623115,-23.28648767851284,12.098113578301707,-95.66401223288989,-86.24589162565164,-28.114376462048636
0.0078125,-50.64155601672119,15.712366629763693,-45.401203776060555,-70.61518506676458,73.2824384460777,-11.288815024326784,3.3764102343961917,-71.23740931067285
0.01171875,-27.21913622625913,5.546129485493304,-57.54967887111514,18.784900917283597,-30.03193449594025,-14.584687489663839,-30.085330611469846,92.61390922544689
0.015625,-0.6748612368966957,-52.885546447794994,41.12724560515945,-61.042182498551114,10.44317975023777,-97.98350619398877,-66.40930244492152,9.843061793456176
0.01953125,36.92332899977052,8.568414059498524,-5.782414119412026,-15.05518477946444,-73.92609951837137,-35.99221041973543,-23.031938547989377,52.856111310945785
0.0234375,17.18091447842307,-88.1520077681367,16.20419846973975,-19.254114020815827,-33.846100015297935,30.583814442043394,51.549976124797546,46.564005955809925
0.02734375,-41.96087616113193,-15.460618792560728,16.5631715701782,48.77725635611796,-23.958711892264496,-9.282948833190856,-55.31674870030141,-59.81033120403354
0.03125,40.626291119709904,67.81200142854115,-3.6005060790166925,50.17664489460121,18.08180125238171,-32.255987730256216,18.069780275420698,76.90182832329846
0.03515625,-1.7913019554975766,78.2321827907003,-130.9872552044872,41.09512521876119,4.352353411908567,-14.950367523293393,4.588038826775115,-99.37844573004465
0.0390625,-10.983594391875597,17.85562857558732,73.8947022370758,-25.91351091368237,-40.42468014465938,-25.08785217922683,45.7701058851037,16.437555482984223
0.04296875,-26.48801018835194,25.663371655667806,4.853877467402019,48.43224952664446,-35.10265469386762,-16.38310732988841,-19.60540765660788,-73.17574740660592
0.046875,14.806013853228803,13.052763608994466,0.25567283212304504,-11.72935666875737,-70.76853710252071,-21.032266138267953,-17.135725826338476,-40.113863461080946
0.05078125,-8.064285583300457,20.20254284072692,94.30929506052651,8.728890641591947,12.877519536138198,-3.7222957883083554,-95.93856076495207,-1.325693772460844
0.0546875,3.011510497051322,123.16210562426431,-9.618048239056126,15.077367116680623,-1.7355884852621655,-58.4339018809766,57.14114072575103,37.596651634338706
0.05859375,39.55159735215234,-45.46937273973695,70.13971554680496,-70.09255313961404,29.342854690013514,109.52278129049893,-49.52681625653442,-28.314886480138597
0.0625,4.982568254382061,-25.17378270580996,-77.53317155330663,3.428148740301366,-53.115185686305246,23.67962153175908,-45.97121171169017,77.49672025087699
0.06640625,-39.16266461681185,-16.10307581028378,40.67586086848349,-61.543215821697764,11.37299673020647,65.35713771412141,-80.37416172806138,9.23169292661521
0.0703125,12.994139712421173,39.0911435888655,-61.8475355439041,-66.02283065421382,26.097078280844883,14.849233661659303,12.524642517293833,17.322410474848795
0.07421875,-34.00123607892454,11.612684858050178,14.653623664934063,-35.71757090131839,93.28872555723783,23.691646045589376,-59.56517486013243,32.82768043169148
0.078125,-48.73408351136607,39.3542301871226,57.929778950370206,-41.034115917585524,48.16880646221609,20.639046346824916,41.1030079997245,94.83964913269737
0.08203125,-12.269405800143526,-37.68680821787448,-44.47572148127617,-40.79051424827191,-3.855085470705206,17.057598740832177,13.834539966500953,41.35916245180119
0.0859375,0.650094593895351,72.67670385786585,-13.232841661897805,136.00845832948093,31.283367388250312,-42.857877820814124,-53.54462490305561,24.123620762159266
0.08984375,-11.173139266292543,35.700024704604594,23.66188122867724,-3.641445632843639,-42.339685903420246,-75.74236123429323,-22.325747603351054,42.819939716173614
0.09375,10.704687206510197,-62.2869389355994,8.6590462925591,19.265868986441838,-44.19287181005665,7.686255297276396,2.9104359222999947,-57.14851489153116
0.09765625,17.889368017414164,28.03922631841172,54.15256215876385,52.690102601745146,-68.88346839785456,-46.891251995756136,25.75176336043299,25.68929754561044
0.1015625,25.75238431530239,192.63657453273603,28.544525534658348,56.778282009029944,47.70008817466012,32.5695625652899,-15.763462232017279,37.94846102466336
0.10546875,-38.64126072687859,-11.840930337000444,-24.268177391455172,4.093706969316128,115.73292833367543,-93.36325962958742,34.31300951872568,-80.6357935594826
0.109375,-23.596593289471677,54.44752984836831,3.2140009547731383,-53.887238896465306,-35.76518546299841,33.97988744673379,-36.518331585856835,10.822929479098743
0.11328125,2.2785919951906886,-32.58001738029084,107.19720446626629,31.695951115900563,-101.25712933288035,9.322715738471382,-33.0893232384194,42.6216667398112
0.1171875,-39.626036921635034,-5.736822073344951,25.249363949022857,43.28775970850607,-60.01482035278881,-16.72506179204742,-23.747265558047808,-32.666461628685596
0.12109375,88.27271201405485,20.249085548047777,-63.04419771675226,45.893097352738806,106.10780985063167,51.62326302755734,-75.96849829770068,-24.211703643312568
0.125,63.34555745933114,-35.383473280939036,22.190971407311423,38.73170267146684,-46.34652357890415,-2.976267803090004,-162.06336700345364,-51.219382066714495
0.12890625,-12.628407569658014,-62.38915909824247,81.62056519658177,-71.50706889803163,-22.00222433484919,6.537028864304567,72.06366445330578,-71.79310755897197
0.1328125,58.158187607747976,0.5116530509793524,-49.075432552397544,23.105173713163538,9.952984778673502,-30.010843857939733,3.490104249500943,-19.265679843087995
0.13671875,5.6758672625624,33.10653372605232,79.3008408072676,-61.89077494134245,106.65166873281333,-97.60438997612509,-7.589254751779162,29.41586032422881
0.140625,14.049593386751635,-31.134975991029695,-10.406112517863766,-24.650046732941654,-29.468237847210588,42.48010485105125,17.850774298252368,-34.64547976303271
0.14453125,44.979993771662535,15.364976043830467,40.64310594194801,31.48144209618061,-41.44975054610362,-28.009052009848485,37.36468025616309,30.518513271673243
0.1484375,-1.0450796982074066,5.8663691654390995,63.88324478942125,-29.578569441791497,27.354869058501883,-10.109632621694699,-10.884060161361019,54.93884259935952
0.15234375,41.27081744940149,40.675481800031925,65.27394035771646,1.0501920816379524,34.0976485647482,-15.513337829672802,16.208317624422104,-6.507152718384229
0.15625,4.849798249635909,29.75785127184568,-40.911034161673626,104.619363784273,-50.3008690749851,-60.70943063938661,57.90554367500339,39.58313469814679
0.16015625,31.205990852607755,31.417275463213993,-0.6123386423457311,-44.86271857429158,3.7902279096863167,-33.858085575605585,48.75598667088756,-7.352869075106932
