Time,C3,C4,P3,P4,PO3,PO4,O1,O2
0.0,27.908156750070482,23.23536422688623,24.247336623317487,18.64249234913253,26.31781932726533,26.218378448974192,24.553707307175717,23.79101666720389
0.00390625,-6.262943145300135,-6.649194064982046,-3.8728716142192634,-9.205018422973453,-10.867736136358388,-8.518886201088508,-5.519076454009303,-5.160310597668625
0.0078125,32.64874924333562,30.925942756251843,32.35670150355456,29.297634544051423,31.326443014713167,33.76371466697118,28.86049723834961,31.617960442991322
0.01171875,72.59348396713062,74.71107183349666,73.78078550219497,72.71809045669293,73.08935743632487,72.19110386538026,75.31114147725975,69.14913268389891
0.015625,-12.79061875239966,-12.990328570575318,-10.618554491525272,-8.56187948284126,-10.457093645786276,-8.981902327502684,-8.967592766614874,-11.587836054428276
0.01953125,-16.726295291358362,-13.237372933867727,-7.904508323271319,-9.386165596656662,-11.006046413795632,-13.039785369304393,-6.185072240096509,-9.489556582375464
0.0234375,75.52624795419185,78.10415809195852,74.22191737862379,72.06429674048236,77.97779142498584,70.095496016099,73.86602359344391,76.0577095426959
0.02734375,34.51413312325718,35.29653778005992,35.72739146292519,35.52386897934903,35.92485730207025,32.331124938771886,36.84382132899422,34.4984735833951
0.03125,-24.300871847323485,-25.457621715852895,-27.063966714341554,-22.109094360153808,-22.30699695513265,-16.0427774938365,-21.716703918858745,-21.260274646249123
0.03515625,24.52413393038554,24.558777215083644,28.41201217985841,25.11608425921707,26.56076536552946,24.276751325303273,24.95423381731006,28.05882519984442
0.0390625,-17.65018689203322,-22.83747224670196,-22.204654798039844,-22.685578473262694,-22.457514226854,-19.271945251387812,-21.004293115489347,-24.453087999118083
0.04296875,-16.110069438952262,-18.234756475272786,-14.788149029159012,-26.429021606222882,-25.58716643646509,-25.36655401169924,-20.926102356094205,-27.022747641118624
0.046875,12.036227743207624,13.805273430328466,10.479376169980474,8.611372521537517,12.028533008608953,11.940344708468917,12.690407256495732,15.928366365404587
0.05078125,-92.04272968102471,-88.01201007966478,-90.65936629770354,-91.88816124409357,-90.31717067781673,-90.00979357642376,-91.69704433565317,-90.09247433605103
0.0546875,-84.87666308799707,-79.88366293850208,-80.56733466034801,-89.66666123173196,-82.84650974790767,-74.84256701661562,-82.45690204523063,-83.07682661659705
0.05859375,-25.53730723508103,-24.343048459907916,-29.46340757141799,-25.107046838921566,-27.039444930269458,-27.50330448586916,-28.12639525326838,-27.937545876347762
0.0625,-43.65221421572226,-49.82968353233592,-47.21310893118706,-51.5411759651628,-56.05915381498509,-49.88764833861324,-49.98653364576744,-47.74250187207569
0.06640625,14.308397330712616,14.430242909891795,15.01340187841847,16.643843631438354,17.947763421610844,15.804082321652125,14.76687563408455,17.52929432457941
0.0703125,-49.07863368914059,-45.6059318698164,-43.890364061449624,-41.63385357608025,-40.878568147606025,-45.443050054681166,-39.33981333434705,-46.90561392943624
0.07421875,-65.40930163388754,-67.61064588976893,-64.15291591656883,-68.44365842120732,-70.42900376463265,-66.06048359014082,-61.98680274859331,-68.08678721298571
0.078125,72.08181580239894,71.32857900111067,67.35894472899717,72.11968733802766,67.92964841120491,69.4845953872626,72.90296209568193,73.75323507366025
0.08203125,-14.688988374075066,-10.387916061079826,-10.037118990404888,-8.86638091079811,-7.103070870506464,-12.60891840915628,-11.884070038821193,-8.66282688356019
0.0859375,3.6488001818337645,6.486291770077123,6.8442504511390005,2.43518604558978,0.32046302937399895,4.443549557229488,4.226769111479376,5.055859024063281
0.08984375,-66.54747380479895,-70.52907832570725,-69.44209323502994,-68.72993788311845,-66.47939212204886,-67.40473542175398,-72.79282250124217,-66.65629756669196
0.09375,-26.04094766996852,-24.607583538200576,-26.600394371676924,-23.11509745078528,-27.088221242647286,-23.957378317338023,-26.245688785736093,-25.081976223614916
0.09765625,3.291895713505253,2.1480660065453407,11.132084419898215,5.8488576097378,6.294177902931554,9.399956445817372,4.297438652390676,4.098385251664276
0.1015625,-52.13235186865049,-54.43675375462527,-53.486217264669236,-52.060452006639025,-54.54684986466672,-55.92630262465469,-49.98635203946437,-56.067736221469445
0.10546875,16.83720650649771,19.696489427810615,16.580162179812874,11.87322068553757,17.137576298226687,16.81688576205237,18.496679094069798,19.860986990320335
0.109375,-32.24330317789307,-29.066594188203783,-26.523775870947038,-28.284125028594577,-27.559033088014598,-31.894456320121296,-28.40353375702789,-29.879356680861427
0.11328125,-18.97913932935485,-12.477636604963255,-15.275686994158212,-17.798975832604082,-15.088071079801765,-12.552877428687047,-14.02653831759233,-13.14587166069349
0.1171875,-25.428940280898075,-30.980394917978693,-32.493353891296536,-28.64553534961326,-33.041646263285045,-30.192942949547508,-29.30822050352658,-28.2017253525837
0.12109375,89.52487370535233,83.82398881868357,91.41412362733746,89.76776428503925,85.6639080922902,88.84703372209141,89.3121067608436,93.46293272038504
0.125,-0.4211843072289385,0.751455881167648,-3.3987663353793995,3.7067321893208995,-3.260764737254228,2.2725648763647097,-2.2971238482186145,-1.0421739158935832
0.12890625,-51.34195571753225,-45.881243540215905,-44.111987562912006,-52.58668594649821,-54.251567020207425,-51.95226521133982,-48.8665988016837,-47.32011084477523
0.1328125,37.74838728939366,36.58077097447675,37.847552386245965,37.75662131164652,39.994383490770744,37.88517630814912,42.65027505883596,40.839146089061266
0.13671875,-60.67941499472758,-54.93458792335656,-52.65691166971891,-58.228905641312394,-58.42199010014982,-55.45379170932384,-57.70847183145309,-58.28318059215438
0.140625,8.842381651326168,10.029579284766909,6.499343091425734,7.484693009071153,10.80587342725043,11.689577846106575,9.135192718571613,6.81105242332448
0.14453125,-98.38454892208978,-96.42355968852202,-90.5205969186237,-90.63793156231618,-91.78245249528089,-91.58062193600217,-93.27263163196977,-93.21673977956345
0.1484375,-64.92899645634674,-65.91760057605586,-61.83952164021382,-63.2640736860895,-61.19766523077484,-64.06730448730858,-60.0871236711061,-60.840746255807446
0.15234375,8.573564912905631,9.390370637184992,11.445274267671248,9.655801262223482,10.368213056655321,5.760734626857593,9.6989523940471,6.2888647532104525
0.15625,36.601862667758034,34.06600682997173,37.497219316472645,36.62759536671739,32.62814105779644,33.297577853695394,33.553827404372186,37.166436303620245
0.16015625,8.040177198090188,4.857710914627996,6.8956305008206655,7.960714565585073,9.588807169651037,5.616292069306134,10.161627266222107,11.497210532576535
0.1640625,-3.5059856287525255,-9.72839161650494,-8.765403018448923,-7.537141233881089,-4.938781565422159,-4.039427628306887,-7.2700223431688205,-5.253275738661677
0.16796875,-10.92958777770764,-16.419223860307483,-14.429719866339262,-14.459976136237385,-8.827163592679145,-13.591121698940153,-14.885994488974656,-12.018183786932454
0.171875,-67.58436930789256,-69.74527202162501,-69.67221889848997,-72.37024794123629,-70.2099986927703,-71.72633685456722,-69.65688731965726,-69.87915833513799
0.17578125,-33.01632528030226,-34.2086017802565,-35.37221145163742,-33.922647675957435,-33.235350434416326,-35.26228871923745,-36.2101756323749,-32.76414629643234
0.1796875,-21.850684922637946,-23.133436514340104,-21.18645669519025,-19.387997318585413,-22.117405642625663,-20.691217473317895,-26.346369486077172,-18.14639090620198
